Application_order,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Status
1,1,133.1,117.8,0,1,0,0,0,0,7,3,12.333333333333334,0,7,3,11.083333333333334,1
2,1,136.0,131.3,0,0,1,0,0,11,14,12,12.625,11,14,12,12.625,0
1,1,132.0,133.8,1,0,1,0,1,0,6,6,13.833333333333334,0,6,6,13.5,0
1,1,120.0,120.0,0,0,1,1,0,2,7,6,12.5,5,9,7,13.142857142857142,0
6,1,125.0,122.2,0,0,1,1,0,0,6,5,13.6,0,6,5,12.666666666666666,0
2,1,120.0,119.0,1,1,0,0,0,0,6,6,12.0,0,6,2,11.0,1
1,1,154.0,149.5,1,0,1,0,1,0,7,7,14.9125,0,8,1,13.5,1
1,1,180.0,153.8,1,0,1,0,1,0,5,5,13.8,0,5,5,12.0,0
1,1,152.0,152.0,1,0,1,0,0,0,6,6,11.666666666666666,0,6,6,13.0,0
1,1,137.0,137.4,1,0,1,0,0,0,6,1,12.0,0,6,2,11.0,1
1,1,140.0,124.6,1,0,1,0,0,0,7,6,11.666666666666666,0,7,6,13.5,0
4,1,127.0,121.8,1,0,1,0,0,0,7,7,11.4375,0,8,8,11.425,0
1,1,151.0,157.0,1,1,1,0,1,0,6,5,11.6,0,6,4,11.0,1
1,1,138.0,131.0,1,0,1,0,0,0,5,5,12.666666666666666,0,5,4,13.0,0
2,1,127.0,118.8,1,0,1,1,0,0,7,6,12.933333333333332,0,7,6,13.716666666666669,0
1,1,150.0,150.0,0,0,1,1,0,0,6,5,11.857142857142858,0,6,5,10.571428571428571,0
1,1,143.0,138.8,0,0,0,1,0,0,5,3,11.333333333333334,0,5,2,13.5,1
1,0,154.0,134.1,0,0,1,0,0,0,5,2,11.5,0,5,3,14.333333333333334,1
1,1,139.0,121.3,1,0,1,0,1,0,8,6,11.833333333333334,0,8,6,11.833333333333334,0
1,1,127.0,121.8,1,0,1,0,1,0,6,4,14.0,0,6,3,11.0,1
3,1,125.0,115.2,1,0,1,0,0,0,0,0,0.0,0,0,0,0.0,1
3,1,133.0,126.0,1,0,1,1,1,0,0,0,0.0,0,0,0,0.0,0
1,1,127.0,130.2,1,0,1,1,0,0,6,5,11.4,0,6,1,10.0,1
1,1,116.0,120.9,0,0,1,1,0,0,6,0,0.0,0,6,0,0.0,1
1,1,160.0,100.0,0,0,1,1,0,0,6,6,12.0,0,6,5,10.8,0
1,1,148.0,134.0,0,0,1,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,120.0,125.5,0,0,1,1,0,0,5,5,12.0,0,5,3,11.333333333333334,1
6,1,143.0,128.7,1,0,1,1,0,0,5,4,14.0,0,5,5,13.8,0
2,1,115.0,112.2,1,1,1,1,0,0,5,2,10.0,0,5,0,0.0,1
1,1,130.0,137.0,1,0,1,1,0,0,5,5,14.0,0,5,3,13.25,1
1,1,135.0,134.3,1,0,1,0,0,0,5,5,14.2,0,5,5,13.8,0
2,1,133.1,107.0,1,0,1,0,0,0,7,6,11.666666666666666,0,7,3,13.0,0
2,1,123.0,115.3,1,0,1,0,1,0,5,3,13.0,0,5,3,11.0,1
1,1,130.0,100.0,0,0,1,0,0,0,7,6,11.616666666666667,0,7,7,13.0,0
1,1,154.0,140.4,1,0,1,0,1,0,6,2,10.0,0,6,4,10.75,1
1,1,120.0,113.4,0,0,1,0,0,0,5,3,10.333333333333334,0,5,3,10.666666666666666,1
1,1,146.0,145.3,1,0,1,0,1,0,6,5,12.8,0,6,5,13.4,0
2,1,117.0,112.1,0,0,1,0,1,0,7,5,13.188,0,8,7,12.892857142857142,0
1,1,99.0,99.7,1,1,0,0,0,0,5,0,0.0,0,5,0,0.0,1
1,1,136.0,121.7,1,0,1,0,0,0,0,0,0.0,0,0,0,0.0,1
1,1,138.0,124.7,1,0,1,0,0,0,6,3,12.333333333333334,0,6,5,10.833333333333334,0
1,1,170.0,170.0,0,1,1,0,0,0,1,0,0.0,0,6,0,0.0,1
1,1,130.0,130.0,1,0,1,0,0,0,5,4,11.25,0,5,4,10.5,0
1,1,131.0,123.0,1,0,1,0,1,0,5,3,11.666666666666666,0,5,4,13.5,0
1,0,140.0,140.0,0,0,1,0,1,2,6,6,12.666666666666666,2,6,6,13.166666666666666,0
1,1,143.0,126.6,0,1,0,0,0,5,10,8,11.5,0,6,4,10.0,1
1,0,120.0,122.8,0,0,1,0,0,0,6,2,10.0,0,5,1,10.0,1
1,1,120.0,105.9,0,0,1,0,0,0,3,3,11.816666666666668,0,3,3,11.333333333333334,1
1,1,130.0,145.0,0,0,1,0,0,0,7,6,12.125,0,8,8,13.3125,0
3,1,125.0,119.4,1,0,1,0,0,0,7,6,12.471428571428572,0,7,7,11.4625,0
1,1,145.0,155.0,1,0,1,0,0,11,17,11,12.909090909090908,9,13,9,13.555555555555555,0
3,1,125.0,125.4,1,0,1,0,0,0,6,5,12.4,0,6,5,12.4,0
1,1,127.0,123.2,1,0,1,0,0,0,6,1,11.0,0,6,0,0.0,1
3,1,116.0,110.8,0,0,1,0,0,0,6,6,11.833333333333334,0,6,6,12.5,0
1,1,143.0,142.3,0,0,1,0,1,0,7,7,13.79714285714286,0,8,8,13.775,0
1,1,123.0,113.9,0,0,1,0,0,0,6,6,12.5,0,6,6,12.333333333333334,0
1,1,140.0,140.0,0,0,1,0,0,0,6,6,11.428571428571429,0,6,5,13.0,0
1,1,119.0,115.5,1,0,1,0,0,0,6,4,11.0,0,6,4,11.0,1
1,1,160.0,147.8,0,0,1,0,0,0,7,6,11.757142857142856,0,8,6,13.083333333333334,0
3,1,141.0,128.8,1,0,1,0,0,0,5,3,10.333333333333334,0,5,3,13.0,1
1,1,132.0,125.0,1,0,1,0,0,0,6,5,12.6,0,6,5,11.4,0
1,1,135.0,136.8,1,0,1,0,0,0,5,5,14.0,0,5,5,11.6,0
1,1,123.0,121.6,1,0,1,0,0,0,7,5,12.0,0,7,6,12.666666666666666,0
1,1,129.0,125.9,1,0,1,0,0,0,5,4,12.0,0,5,3,12.0,0
1,1,130.0,130.0,1,0,1,0,0,3,5,4,13.0,1,5,2,12.0,1
1,1,110.0,110.0,0,0,1,0,0,10,16,13,10.692307692307692,9,13,9,12.307692307692308,0
2,0,96.0,100.0,0,0,1,0,0,0,6,5,12.0,0,6,4,11.25,0
1,1,133.1,130.0,0,1,1,0,1,0,6,0,0.0,0,6,0,0.0,1
4,1,112.0,112.0,1,0,1,0,0,0,5,3,10.333333333333334,0,5,4,11.0,1
4,1,136.0,133.0,1,0,1,0,0,0,7,5,13.98,0,7,5,13.98,0
1,1,134.0,131.2,0,0,1,0,0,0,5,1,11.0,0,5,5,11.2,0
1,0,130.0,148.0,0,0,1,0,1,0,5,4,11.25,0,5,4,10.833333333333334,0
1,0,133.1,104.0,0,1,1,0,0,5,11,10,11.9,5,11,10,12.8,0
1,1,125.0,116.6,1,0,0,0,1,0,7,7,12.285714285714286,0,7,6,13.333333333333334,0
1,1,140.0,140.0,1,0,1,0,0,2,6,5,12.666666666666666,1,6,2,13.5,1
1,1,170.0,100.0,0,0,1,0,0,0,7,6,13.25,0,8,8,13.75,0
1,1,135.0,121.0,0,0,1,0,0,0,6,3,10.333333333333334,0,6,3,10.333333333333334,1
1,1,134.0,122.5,1,0,1,0,0,0,6,5,13.166666666666666,0,6,5,12.4,0
1,1,140.0,140.0,1,0,1,0,0,0,6,4,12.75,0,6,1,11.0,1
1,1,150.0,140.0,0,0,1,0,0,0,7,5,11.2,0,8,5,12.14,0
4,1,125.0,128.9,0,0,1,0,1,0,6,5,11.6,0,6,4,11.2,0
1,1,136.0,121.7,1,0,1,0,0,0,6,3,10.333333333333334,0,6,3,10.333333333333334,1
1,1,120.0,114.8,1,0,1,0,0,0,6,4,12.25,0,6,3,11.0,1
1,1,128.0,127.0,0,0,1,0,0,0,6,6,12.0,0,6,4,12.75,0
1,1,116.0,112.2,1,0,1,0,0,0,5,3,11.333333333333334,0,5,2,10.666666666666666,1
1,1,122.0,118.2,0,0,1,0,1,0,6,4,11.25,0,6,6,10.5,0
1,1,147.0,100.0,0,0,1,0,0,0,2,0,0.0,0,4,1,16.0,1
1,1,127.0,120.7,1,1,1,0,0,0,5,1,12.0,0,5,3,12.0,1
3,1,122.0,114.3,1,0,1,0,1,0,6,5,12.8,0,6,5,12.8,0
3,1,131.0,132.4,1,0,1,0,0,0,5,5,11.8,0,5,4,11.25,0
1,1,148.0,129.8,0,0,1,0,0,0,6,5,10.6,0,6,4,10.4,0
1,1,133.0,131.3,1,0,1,0,0,0,6,5,14.333333333333334,4,8,8,12.625,0
1,1,128.0,118.6,1,0,1,0,1,0,6,5,13.2,0,6,5,11.8,0
1,1,140.0,140.0,0,0,1,0,0,2,6,6,12.666666666666666,1,6,2,13.0,1
1,1,101.0,101.0,1,1,1,0,0,0,6,5,13.333333333333334,0,6,4,11.4,1
1,1,126.0,116.9,1,0,1,0,0,0,7,6,10.666666666666666,0,7,6,12.833333333333334,0
3,1,134.0,120.4,1,0,1,0,0,0,5,3,11.333333333333334,0,5,5,12.6,0
1,1,125.0,132.0,0,0,0,0,0,1,6,5,12.2,0,6,4,10.833333333333334,1
1,1,133.1,143.7,0,0,1,0,0,0,7,4,14.0,0,7,3,12.525,1
1,1,140.0,152.8,0,0,1,0,0,0,7,7,14.75,0,7,5,13.8,0
2,1,121.0,120.7,1,0,1,0,0,0,6,4,10.75,0,6,0,0.0,1
1,1,133.1,100.9,1,0,1,1,0,0,5,1,12.0,0,5,3,10.5,1
1,1,126.0,116.9,0,0,1,1,1,0,5,3,11.666666666666666,0,5,3,11.666666666666666,1
1,1,117.0,118.4,0,0,1,1,0,0,5,5,10.0,0,5,2,12.0,1
2,1,127.0,121.1,1,0,1,1,1,0,5,5,13.2,0,5,5,12.6,0
2,1,133.0,121.8,0,0,1,1,0,0,5,4,10.2,0,5,3,11.0,1
1,1,120.0,146.8,0,0,1,1,0,2,5,5,14.2,1,5,2,13.5,1
1,1,133.1,138.0,0,1,1,1,0,0,6,6,12.625,0,6,2,14.5,1
1,1,149.0,138.0,0,0,1,1,0,0,8,6,13.496666666666668,0,8,6,13.496666666666668,0
1,1,130.0,117.8,1,0,1,1,0,0,5,3,11.0,0,5,3,12.0,1
1,1,130.0,130.0,1,1,1,1,0,0,6,3,11.5,0,6,3,10.666666666666666,1
1,1,132.0,143.9,1,0,1,1,0,0,5,2,11.0,0,5,3,12.666666666666666,1
6,1,121.0,116.8,0,0,1,1,0,0,5,3,12.4,0,5,5,10.833333333333334,0
2,0,172.0,150.0,1,0,1,0,1,0,5,5,10.6,0,5,5,10.2,0
1,1,141.0,128.8,1,0,1,0,0,0,6,6,14.833333333333334,0,6,6,13.285714285714286,0
1,1,133.0,126.7,0,0,1,0,0,0,7,4,12.45,0,7,5,11.7,1
1,1,155.0,134.7,1,0,1,0,0,0,6,5,13.4,0,6,4,13.0,0
1,1,119.0,113.2,0,1,1,0,0,0,6,6,13.333333333333334,0,6,5,14.0,0
3,1,126.0,124.3,1,0,1,0,1,0,7,5,11.98,0,7,5,11.98,0
3,1,118.0,118.0,0,0,1,0,0,0,5,4,11.0,0,5,5,13.2,0
1,1,140.0,140.0,1,0,1,0,0,0,6,5,12.666666666666666,0,6,4,11.75,0
2,1,117.0,109.7,1,0,1,0,0,0,6,5,12.2,0,6,4,13.0,0
1,0,120.0,123.2,0,0,1,0,0,0,5,3,10.666666666666666,0,5,4,11.4,1
6,1,128.0,116.5,0,0,1,0,0,0,5,3,11.666666666666666,0,5,2,11.0,1
1,1,129.0,121.0,1,0,1,0,0,0,5,2,10.5,0,5,3,12.333333333333334,1
3,1,143.0,133.8,1,0,1,0,0,0,8,8,14.26875,0,8,8,14.26875,0
1,1,130.0,131.8,1,0,1,0,1,0,5,2,10.5,0,5,3,13.333333333333334,1
1,1,135.0,121.0,0,0,1,0,0,0,6,5,11.2,0,6,1,10.0,1
1,1,140.0,143.3,1,0,0,0,0,7,12,9,13.666666666666666,4,9,6,13.5,0
4,1,125.0,114.9,1,1,1,0,1,0,6,5,11.4,0,6,3,10.0,1
1,1,135.0,121.0,0,1,1,0,0,0,6,5,10.6,0,6,2,10.0,1
1,1,117.0,117.4,1,0,1,0,0,0,7,5,11.8,0,7,6,11.708333333333334,0
1,1,133.0,126.7,1,0,1,0,0,0,6,5,11.833333333333334,0,6,4,12.0,0
1,1,140.0,130.0,0,0,1,1,0,0,6,6,12.571428571428571,0,6,4,13.0,0
1,1,154.0,137.2,0,0,1,1,0,0,6,3,10.0,0,6,5,10.8,1
1,1,130.0,130.0,0,0,0,1,0,2,6,5,13.2,1,6,3,12.0,1
1,0,123.0,123.0,0,0,1,1,0,0,5,5,15.8,0,5,5,17.6,0
1,1,142.0,138.5,1,0,1,1,0,0,6,5,13.8,0,6,5,12.4,0
1,1,115.0,113.6,0,0,1,1,0,0,6,6,13.0,0,6,6,12.0,0
1,1,141.0,133.3,1,0,1,1,0,0,6,4,13.75,0,6,5,11.2,0
1,1,140.0,116.9,0,0,1,1,0,6,11,7,11.285714285714286,5,7,6,12.333333333333334,0
1,1,137.0,146.5,1,1,1,1,0,6,12,11,12.0,4,11,10,11.181818181818182,0
1,1,137.0,144.7,1,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0
1,1,133.1,100.0,0,1,1,1,0,0,5,1,11.0,0,5,1,10.0,1
4,1,120.0,111.3,0,0,1,1,0,0,5,5,10.2,0,5,5,11.2,0
1,1,150.0,150.0,1,0,1,0,0,0,5,4,12.0,0,5,4,12.4,0
3,1,136.0,131.1,1,0,1,0,0,0,7,6,13.411428571428573,0,8,7,13.294444444444444,0
1,1,126.0,123.9,1,0,1,0,0,0,6,4,11.8,0,6,4,12.2,0
1,1,119.0,110.6,0,0,1,0,0,0,7,6,11.833333333333334,0,7,6,14.333333333333334,0
3,1,154.0,129.0,1,0,1,0,0,0,8,6,13.345,0,8,6,13.345,0
1,1,127.0,137.2,1,0,1,0,0,0,6,6,12.166666666666666,0,6,4,12.75,0
1,1,130.0,130.0,1,0,0,0,1,0,6,6,11.0,0,6,4,12.0,1
2,1,118.0,113.5,1,1,1,0,0,0,5,2,11.5,0,5,3,10.0,1
1,1,143.0,141.3,0,1,0,0,0,0,6,6,14.0,0,6,4,13.0,1
5,1,123.0,121.3,1,0,1,0,0,0,6,6,11.166666666666666,0,6,6,11.5,0
1,1,130.0,120.0,0,0,1,0,0,0,5,5,12.8,0,5,3,12.666666666666666,0
1,1,136.0,130.8,0,0,1,0,0,0,6,6,12.5,0,6,6,11.5,0
2,1,132.0,125.4,1,0,0,0,1,0,7,7,13.462857142857144,0,8,7,13.164285714285716,0
1,1,140.0,131.6,1,0,1,0,0,0,7,6,14.714285714285714,1,7,6,13.2,0
1,1,120.0,120.0,0,1,1,0,0,2,5,5,13.2,0,5,2,12.5,1
3,1,133.0,121.8,1,0,1,1,0,0,5,4,12.0,0,5,2,11.0,1
1,1,131.0,126.6,1,0,1,1,0,0,7,5,12.414285714285713,0,7,2,13.5,1
1,1,116.0,115.7,0,0,0,1,0,0,5,4,11.5,0,5,4,14.0,1
1,1,122.0,113.3,1,0,1,0,0,0,5,4,14.25,0,5,5,12.714285714285714,0
2,1,122.0,112.6,1,0,1,0,0,0,6,5,12.6,0,6,4,11.25,1
4,1,127.0,120.4,1,1,0,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,135.0,131.5,0,0,1,1,1,0,7,5,11.2,0,8,6,11.583333333333334,0
1,1,112.0,113.8,1,0,1,0,0,0,6,6,10.833333333333334,0,6,4,11.0,0
5,1,130.0,130.0,1,0,1,0,0,0,6,4,11.25,0,6,3,10.0,1
1,0,120.0,110.0,0,0,1,0,0,0,5,2,10.0,0,5,3,11.333333333333334,1
1,0,133.1,100.0,0,1,1,0,0,3,8,7,11.375,2,7,6,12.166666666666666,0
1,1,140.0,129.3,1,1,1,0,0,0,6,0,0.0,0,6,0,0.0,1
5,1,125.0,122.2,1,0,1,0,0,0,5,1,11.0,0,5,2,12.5,1
1,1,100.0,121.3,1,0,1,0,0,0,8,7,11.705714285714285,0,8,7,11.705714285714285,0
1,0,150.0,150.0,0,0,1,0,0,2,6,6,12.0,2,7,7,13.428571428571429,0
1,1,145.0,131.7,1,0,1,0,0,0,6,6,12.666666666666666,0,6,4,12.25,0
1,1,133.1,130.0,1,0,1,0,0,0,6,0,0.0,0,5,0,0.0,1
2,1,149.0,141.0,0,0,1,1,0,0,5,2,11.666666666666666,0,5,2,12.5,1
1,1,150.0,120.0,0,0,1,1,0,0,5,3,10.666666666666666,0,5,2,10.5,1
3,1,120.0,116.9,1,1,0,1,0,0,5,3,12.0,0,5,3,10.333333333333334,1
1,0,100.0,113.0,0,0,1,1,1,0,5,4,11.0,0,5,5,11.4,0
1,0,130.0,145.6,0,0,1,1,0,0,5,4,11.75,0,5,4,10.833333333333334,0
3,1,113.0,107.8,1,0,1,0,1,0,7,5,14.46,0,7,6,13.55,0
1,1,130.0,130.0,1,0,1,0,0,0,6,5,12.8,0,6,2,11.5,1
1,1,120.0,115.1,0,0,1,0,1,0,6,4,12.0,0,6,4,10.75,0
3,1,125.0,118.0,0,0,1,0,1,0,6,6,14.333333333333334,0,6,6,14.0,0
1,1,124.0,121.6,0,0,1,0,0,0,6,5,12.333333333333334,0,6,5,10.6,0
1,1,163.0,146.6,1,1,1,0,0,0,6,5,13.6,0,6,4,11.75,1
1,1,145.0,142.2,0,0,1,0,0,0,6,4,12.5,0,6,5,12.5,0
1,1,117.0,120.0,1,0,1,0,0,0,6,5,12.2,0,6,4,12.6,0
2,1,114.0,108.8,1,0,1,0,0,0,7,5,11.4,0,7,6,13.333333333333334,0
1,1,133.0,133.0,0,0,1,0,0,0,0,0,0.0,0,0,0,0.0,1
2,1,121.0,120.0,1,0,1,0,0,0,6,3,12.0,0,6,4,10.25,1
1,1,123.0,113.2,0,0,1,0,0,3,10,6,11.166666666666666,4,10,7,10.571428571428571,0
2,1,113.0,106.7,1,0,1,0,1,0,7,5,12.62,0,7,6,12.5,0
1,0,120.0,140.0,0,0,1,0,0,0,5,3,10.666666666666666,0,5,3,11.333333333333334,1
2,1,130.0,159.0,1,0,1,0,0,0,7,7,11.857142857142858,0,8,5,11.7,0
1,1,170.0,140.0,1,0,1,0,0,0,6,4,15.75,0,6,5,16.4,0
1,1,138.0,131.0,1,0,1,0,0,0,5,4,11.0,0,5,3,10.666666666666666,1
6,1,121.0,123.8,0,0,1,0,1,0,5,5,12.4,0,5,3,11.0,1
2,1,132.0,122.6,1,0,1,0,1,0,5,3,12.0,0,5,4,12.625,0
1,1,131.0,132.8,1,0,1,0,0,0,0,0,0.0,0,0,0,0.0,1
2,1,120.0,115.8,0,0,1,0,0,0,7,6,12.0,0,7,6,12.166666666666666,0
3,1,112.0,107.8,1,0,1,0,0,0,5,3,10.333333333333334,0,5,3,14.428571428571429,1
1,1,138.0,127.5,1,0,1,0,0,0,7,5,12.94,0,7,5,13.76,0
1,1,118.0,117.3,1,0,1,0,0,0,5,4,12.25,0,5,4,12.0,0
1,1,130.0,130.0,1,0,1,0,0,0,7,4,13.625,0,7,7,12.6375,0
1,0,130.0,115.2,0,0,1,1,0,0,5,4,12.0,0,5,5,12.666666666666666,0
2,1,133.1,96.0,1,0,1,0,0,0,7,6,13.598333333333334,0,8,6,11.933333333333332,0
1,1,120.0,120.0,1,0,1,0,0,7,11,11,12.7,6,10,10,12.96818181818182,0
1,1,125.0,128.5,1,0,1,0,0,0,7,6,11.5,0,7,7,12.714285714285714,0
1,1,133.1,120.0,0,1,1,0,0,0,6,6,12.875,0,6,6,12.9,0
1,1,123.0,113.2,0,0,1,0,1,0,6,4,10.75,0,6,5,11.5,0
4,1,126.0,121.3,1,0,1,0,1,0,7,6,13.533333333333331,0,7,7,12.228571428571428,0
1,1,140.0,140.0,1,1,1,0,0,7,9,8,13.25,4,9,5,12.2,1
1,1,133.1,100.0,0,0,1,1,0,0,5,1,11.0,0,5,1,10.0,1
1,1,140.0,140.0,1,1,1,0,0,0,6,1,12.0,0,6,1,11.0,1
1,1,170.0,170.0,1,0,1,0,0,0,5,0,0.0,0,5,4,14.75,1
1,0,140.0,135.0,0,1,1,0,0,6,11,8,12.375,3,9,5,12.6,1
1,1,121.0,113.7,0,0,1,0,0,0,6,5,12.6,0,6,6,12.428571428571429,0
1,0,133.1,116.5,0,0,1,1,1,0,6,4,12.25,0,6,4,11.5,0
2,1,129.0,132.9,1,0,1,1,1,0,6,6,11.375,0,6,5,13.8,0
2,1,120.0,117.2,0,0,1,1,1,0,5,4,13.5,0,6,6,13.625,0
1,1,118.0,123.3,1,0,1,1,0,0,6,4,10.0,0,6,3,12.0,1
1,1,127.0,118.3,1,0,1,0,0,0,6,6,12.333333333333334,0,6,3,12.0,1
2,1,123.0,113.6,1,0,1,0,0,0,5,3,12.0,0,5,4,11.75,1
2,1,123.0,115.3,1,0,1,0,0,0,7,6,13.5,0,7,6,14.0,0
3,1,125.0,118.7,1,0,1,0,0,0,5,4,10.666666666666666,0,5,2,12.0,1
1,1,101.0,98.9,1,0,1,0,0,0,6,4,12.5,0,6,2,12.666666666666666,1
1,1,120.0,113.4,0,0,1,0,0,0,6,4,11.5,0,6,3,13.75,1
1,1,107.0,103.5,1,0,1,0,0,0,6,3,11.2,0,6,4,12.0,1
2,1,126.0,126.0,1,0,1,0,0,0,6,5,13.0,0,6,5,10.4,0
1,1,133.1,121.7,0,0,1,0,1,0,7,6,12.6,0,7,6,11.685714285714283,0
1,1,147.0,142.8,1,1,0,0,1,0,5,5,12.8,0,5,4,12.0,1
3,1,128.0,120.5,1,0,1,0,1,0,7,5,13.04,0,7,7,12.5,0
1,1,140.0,144.9,1,1,0,0,0,7,11,11,13.166666666666666,4,9,8,13.333333333333334,1
1,1,108.0,105.9,0,0,1,0,1,0,6,5,10.6,0,6,5,11.166666666666666,0
1,1,132.0,124.3,0,0,1,0,0,0,6,6,13.428571428571429,0,6,5,12.666666666666666,0
1,1,136.0,122.7,1,0,1,1,0,0,5,5,12.0,0,5,4,12.5,0
2,1,118.0,112.4,1,0,1,1,0,0,5,4,11.5,0,5,3,10.6,1
1,1,133.1,138.0,1,0,1,0,0,0,6,6,13.333333333333334,0,6,6,13.0,0
2,1,140.0,138.3,1,0,1,0,0,0,0,0,0.0,0,0,0,0.0,0
2,1,132.0,124.3,1,0,1,0,0,0,6,5,12.2,0,6,5,10.8,0
2,1,122.0,126.9,1,0,1,0,1,0,6,4,11.0,0,6,3,11.666666666666666,1
3,1,127.0,123.5,1,0,1,0,1,0,5,5,11.6,0,5,3,12.666666666666666,0
2,1,140.0,129.5,1,0,1,0,0,0,5,4,13.5,0,5,5,13.4,0
1,1,143.0,133.2,1,0,1,0,0,0,6,5,13.4,0,6,2,13.5,1
1,1,138.0,133.5,1,0,1,0,1,0,6,3,10.2,0,6,4,12.25,0
3,1,129.0,122.0,1,0,1,0,1,0,6,6,10.833333333333334,0,6,5,11.0,0
2,1,130.0,125.1,1,0,1,0,1,0,7,6,12.816666666666668,0,8,6,12.875,0
1,1,160.0,160.0,0,1,1,0,0,0,6,2,13.5,0,5,2,11.0,1
1,1,121.0,114.0,0,0,1,1,0,0,5,4,11.6,0,5,4,12.25,0
1,1,123.0,117.8,0,0,1,1,0,0,5,5,12.0,0,5,4,13.0,0
6,1,122.0,114.3,1,0,1,1,0,0,7,6,13.976666666666668,0,8,6,12.041666666666666,0
1,1,136.0,129.7,1,0,1,1,0,0,6,4,12.5,0,6,1,10.0,1
3,1,121.0,122.4,1,0,1,1,0,0,5,3,11.666666666666666,0,5,4,12.0,1
2,1,135.0,135.0,1,0,1,1,0,0,6,6,11.833333333333334,0,6,5,10.4,0
5,1,126.0,122.9,1,0,1,1,0,0,5,4,13.2,0,5,4,14.25,0
1,1,120.0,124.2,1,0,1,1,0,0,5,5,12.0,0,5,4,11.4,0
1,1,130.0,130.0,1,0,1,1,0,0,6,4,11.6,0,6,5,11.5,0
1,1,131.0,123.7,1,0,1,1,0,0,5,4,12.0,0,5,2,12.5,1
1,1,133.1,96.0,1,0,1,0,1,0,6,6,11.285714285714286,0,6,5,12.2,0
1,1,140.0,150.0,0,0,1,1,0,0,6,5,12.0,0,6,6,12.333333333333334,0
1,1,130.0,163.7,0,0,1,0,0,0,7,5,13.34,0,7,5,10.84,0
1,1,130.0,130.0,0,0,1,0,0,3,8,7,12.457142857142856,3,8,7,12.457142857142856,0
1,0,160.0,160.0,0,0,1,0,1,0,5,4,10.5,0,5,4,10.5,0
1,0,133.1,150.0,0,0,1,1,0,0,5,4,10.0,0,5,4,12.5,1
1,1,133.0,141.4,0,0,1,1,1,0,0,0,0.0,0,0,0,0.0,0
1,1,134.0,141.7,1,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0
1,1,133.1,100.7,0,0,1,0,0,0,6,2,13.0,0,6,3,13.0,1
1,1,180.0,180.0,0,1,1,1,0,0,5,4,14.5,0,5,3,16.2,1
1,0,140.0,140.0,0,0,1,0,0,2,6,4,12.25,3,7,6,12.5,0
1,1,125.0,122.2,0,0,0,0,0,0,6,5,12.6,0,6,5,11.8,1
1,1,139.0,143.6,1,1,1,1,0,0,5,0,0.0,0,5,0,0.0,1
1,1,133.1,100.0,0,0,1,1,0,0,7,7,12.857142857142858,0,7,4,12.75,0
1,1,137.0,130.0,1,0,1,0,0,0,6,5,13.6,0,6,4,14.25,0
1,1,140.0,140.0,1,1,0,0,0,1,6,3,12.0,0,6,2,11.0,1
4,1,106.0,106.0,0,0,1,0,0,0,6,6,13.166666666666666,0,6,4,14.0,0
1,1,137.0,137.0,0,1,1,0,0,0,7,0,0.0,0,7,2,11.666666666666666,1
1,0,121.0,114.4,1,0,1,0,0,8,12,12,14.0,2,7,7,13.857142857142858,0
1,0,100.0,120.7,0,0,1,0,0,0,5,4,11.25,0,5,4,13.0,0
1,1,158.0,164.3,1,0,1,1,1,0,0,0,0.0,0,0,0,0.0,0
2,1,133.0,122.5,1,0,1,0,0,0,6,1,11.0,0,6,4,11.0,1
1,1,132.0,131.3,1,0,1,0,0,0,5,4,12.0,0,5,4,12.25,0
2,1,133.1,117.0,1,0,1,1,0,0,5,5,11.166666666666666,0,5,3,10.8,1
4,1,120.0,122.8,1,0,1,1,0,0,5,4,11.5,0,5,2,10.333333333333334,1
1,1,118.0,118.4,1,0,1,1,0,0,5,2,10.5,0,5,4,11.75,1
1,1,127.0,128.1,0,0,1,1,0,0,5,4,12.5,0,5,4,11.0,0
2,1,133.1,99.0,1,0,1,1,0,0,7,6,12.833333333333334,0,8,6,12.5,0
6,1,110.0,111.3,0,0,1,1,0,0,6,6,12.285714285714286,0,6,4,14.25,0
2,1,125.0,121.5,1,0,1,1,0,0,6,5,11.0,0,6,3,10.333333333333334,1
1,1,130.0,130.0,1,1,1,1,0,7,12,11,12.545454545454543,5,10,8,11.625,0
1,1,128.0,125.2,1,0,1,1,0,0,6,6,12.666666666666666,0,6,5,13.6,0
5,1,134.0,123.9,1,0,1,1,0,0,5,5,13.0,0,5,5,12.4,0
1,0,130.0,100.0,0,0,1,1,0,9,13,13,13.307692307692308,7,11,11,12.818181818181818,0
1,1,141.0,124.3,0,0,1,0,0,0,8,7,14.514285714285714,0,8,7,14.514285714285714,0
1,0,120.0,120.0,0,0,1,0,0,0,5,5,15.2,0,5,5,14.0,0
2,1,130.0,129.0,0,0,1,0,0,0,5,4,11.75,0,5,2,10.5,1
