Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole
29,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,1,3,Research Scientist,4,Divorced,3760,1,No,15,1,3,5,3,2
41,1.0,Travel_Frequently,Sales,4,Bachelor Degree,Marketing,1,3,Sales Executive,2,Single,9355,1,No,18,3,0,5,3,7
45,0.0,Travel_Rarely,Research & Development,10,College,Life Sciences,1,3,Research Scientist,4,Married,2654,3,No,21,4,2,3,2,2
30,0.0,Travel_Rarely,Sales,7,Master,Marketing,4,3,Sales Executive,1,Divorced,4779,7,No,14,2,2,3,3,2
33,0.0,Travel_Frequently,Sales,25,Bachelor Degree,Medical,2,3,Sales Executive,3,Married,4539,1,No,12,1,1,3,2,7
33,0.0,Travel_Rarely,Human Resources,2,Bachelor Degree,Human Resources,2,3,Human Resources,3,Married,3600,1,No,13,4,1,2,3,4
42,0.0,Travel_Frequently,Research & Development,9,College,Medical,1,3,Laboratory Technician,4,Single,3673,1,No,13,3,0,3,3,9
43,0.0,Travel_Rarely,Sales,4,Master,Marketing,4,2,Sales Executive,4,Single,10231,3,No,14,4,0,3,4,7
39,0.0,Travel_Rarely,Research & Development,1,Below College,Life Sciences,4,2,Manufacturing Director,4,Married,12742,1,No,16,3,1,3,3,6
39,0.0,Travel_Rarely,Research & Development,1,Master,Medical,3,3,Laboratory Technician,3,Divorced,2232,7,No,14,3,3,1,3,2
35,0.0,Non-Travel,Sales,8,College,Marketing,3,2,Sales Executive,4,Married,10377,4,Yes,11,2,1,6,2,2
26,1.0,Travel_Rarely,Research & Development,16,Master,Medical,1,3,Laboratory Technician,2,Divorced,2373,2,Yes,13,4,1,2,3,2
51,0.0,Travel_Rarely,Sales,14,College,Life Sciences,3,3,Sales Executive,4,Married,4936,4,No,11,3,1,2,2,7
40,0.0,Travel_Rarely,Research & Development,2,Below College,Medical,2,4,Healthcare Representative,3,Divorced,6377,5,No,20,2,3,0,3,11
32,0.0,Travel_Rarely,Sales,8,Bachelor Degree,Medical,3,4,Sales Executive,4,Married,6209,1,No,15,3,2,4,4,7
28,0.0,Travel_Rarely,Research & Development,9,Bachelor Degree,Medical,3,3,Research Scientist,3,Divorced,2377,5,No,18,2,1,2,3,2
40,0.0,Travel_Rarely,Sales,2,Master,Life Sciences,3,3,Manager,3,Married,18041,0,No,14,4,0,2,3,15
45,0.0,Travel_Frequently,Research & Development,7,Bachelor Degree,Life Sciences,1,3,Laboratory Technician,1,Divorced,5210,1,No,18,1,1,2,3,9
44,0.0,Travel_Rarely,Research & Development,3,Master,Other,4,3,Manager,4,Married,19513,4,Yes,12,1,1,2,4,2
50,0.0,Travel_Rarely,Research & Development,28,Bachelor Degree,Life Sciences,4,3,Research Director,1,Married,16880,4,Yes,11,2,0,2,3,2
45,0.0,Non-Travel,Research & Development,23,College,Life Sciences,4,3,Laboratory Technician,1,Married,3633,1,Yes,15,3,1,2,3,8
35,0.0,Travel_Frequently,Sales,18,Doctor,Life Sciences,2,3,Sales Executive,1,Married,9069,1,No,22,4,1,3,2,8
48,0.0,Travel_Rarely,Research & Development,4,Bachelor Degree,Life Sciences,4,3,Manufacturing Director,4,Single,7898,1,No,11,3,0,2,3,9
40,0.0,Travel_Rarely,Research & Development,24,College,Technical Degree,1,3,Research Scientist,4,Divorced,3319,1,No,17,1,2,3,3,8
42,0.0,Travel_Rarely,Human Resources,2,Below College,Technical Degree,3,3,Human Resources,3,Divorced,2696,0,Yes,11,3,1,5,3,2
21,0.0,Travel_Rarely,Research & Development,3,College,Medical,4,2,Research Scientist,3,Single,3230,1,No,17,1,0,4,4,2
38,0.0,Travel_Rarely,Research & Development,2,Doctor,Medical,4,3,Research Scientist,3,Married,3057,6,Yes,13,2,1,0,1,0
35,0.0,Travel_Rarely,Research & Development,23,Master,Medical,3,3,Laboratory Technician,1,Married,4014,3,Yes,15,3,1,3,3,2
28,1.0,Travel_Rarely,Research & Development,2,Master,Medical,1,1,Research Scientist,4,Married,3464,5,Yes,13,4,0,4,2,2
53,0.0,Travel_Rarely,Sales,2,College,Medical,3,3,Manager,3,Divorced,14852,6,No,13,3,1,3,4,13
35,0.0,Travel_Frequently,Research & Development,18,College,Life Sciences,3,3,Manufacturing Director,4,Single,9362,2,No,11,3,0,2,3,2
36,0.0,Travel_Frequently,Research & Development,3,College,Medical,4,3,Laboratory Technician,2,Single,2088,4,No,12,3,0,3,2,7
36,0.0,Travel_Rarely,Research & Development,8,Bachelor Degree,Technical Degree,3,3,Healthcare Representative,3,Divorced,10096,1,No,13,2,3,2,3,14
59,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,3,2,Manufacturing Director,4,Single,13726,3,Yes,13,1,0,4,3,3
49,0.0,Travel_Rarely,Sales,8,Master,Technical Degree,4,2,Sales Executive,2,Married,13120,6,No,17,2,1,3,3,8
36,0.0,Travel_Rarely,Research & Development,6,Bachelor Degree,Life Sciences,2,4,Laboratory Technician,4,Married,3038,3,No,12,2,0,3,3,0
53,0.0,Travel_Rarely,Research & Development,7,Bachelor Degree,Life Sciences,3,4,Research Director,3,Married,14814,3,No,19,3,0,3,3,1
53,0.0,Travel_Rarely,Sales,8,Bachelor Degree,Marketing,1,3,Sales Executive,4,Married,11836,5,No,14,3,1,3,3,0
31,1.0,Travel_Frequently,Research & Development,1,Doctor,Life Sciences,3,4,Manufacturing Director,2,Single,7446,1,No,11,1,0,2,3,8
29,0.0,Travel_Rarely,Research & Development,21,Master,Life Sciences,2,4,Manufacturing Director,1,Divorced,9980,1,No,11,3,1,1,3,9
26,1.0,Travel_Frequently,Research & Development,2,Bachelor Degree,Life Sciences,1,3,Research Scientist,1,Married,2042,6,Yes,14,2,1,2,3,2
20,1.0,Travel_Rarely,Sales,2,Bachelor Degree,Medical,3,2,Sales Representative,3,Single,2044,1,No,13,4,0,3,2,2
31,0.0,Travel_Rarely,Sales,2,Below College,Life Sciences,2,3,Sales Executive,4,Single,6582,4,Yes,13,3,0,2,4,5
33,0.0,Travel_Rarely,Human Resources,3,College,Human Resources,4,3,Human Resources,2,Divorced,2277,3,Yes,11,3,1,4,4,3
25,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Technical Degree,1,3,Laboratory Technician,4,Married,3229,4,No,11,2,1,2,2,2
34,0.0,Travel_Rarely,Research & Development,9,Bachelor Degree,Medical,4,2,Healthcare Representative,2,Single,8621,1,No,14,2,0,3,4,7
33,0.0,Travel_Frequently,Research & Development,1,College,Life Sciences,1,3,Research Director,4,Single,13458,1,Yes,12,3,0,1,3,14
45,0.0,Travel_Rarely,Research & Development,29,Bachelor Degree,Technical Degree,2,3,Manufacturing Director,4,Married,9380,4,Yes,18,4,2,4,4,1
40,0.0,Travel_Frequently,Research & Development,26,College,Medical,3,2,Research Scientist,4,Married,4422,3,Yes,13,4,1,3,1,1
22,0.0,Travel_Rarely,Research & Development,11,Bachelor Degree,Medical,1,3,Research Scientist,2,Married,2244,1,No,13,4,1,1,3,1
38,1.0,Travel_Rarely,Research & Development,29,Below College,Medical,2,3,Healthcare Representative,1,Married,6673,7,Yes,19,2,0,2,3,0
43,0.0,Travel_Rarely,Research & Development,6,Master,Other,2,2,Research Director,4,Divorced,16627,4,Yes,14,3,1,3,2,0
48,0.0,Travel_Rarely,Sales,29,Below College,Medical,1,3,Manager,3,Married,12504,3,No,21,2,1,3,1,0
18,0.0,Non-Travel,Research & Development,5,College,Life Sciences,2,3,Research Scientist,4,Single,1051,1,No,15,4,0,2,3,0
35,0.0,Travel_Rarely,Research & Development,5,Master,Technical Degree,3,3,Manufacturing Director,2,Single,8095,0,No,13,4,0,5,3,6
28,0.0,Travel_Frequently,Research & Development,2,Bachelor Degree,Life Sciences,4,2,Laboratory Technician,4,Married,3867,1,Yes,12,2,1,2,3,2
48,0.0,Travel_Rarely,Research & Development,1,Master,Life Sciences,4,2,Manager,1,Married,15402,7,No,11,1,1,3,1,2
40,0.0,Travel_Rarely,Research & Development,4,Below College,Medical,4,3,Manager,3,Married,19033,1,No,14,2,1,2,3,8
25,0.0,Travel_Rarely,Sales,3,Below College,Other,3,3,Sales Executive,1,Married,4194,1,Yes,18,4,0,3,3,3
29,1.0,Travel_Rarely,Research & Development,7,Bachelor Degree,Technical Degree,2,3,Laboratory Technician,3,Divorced,3339,3,Yes,13,1,2,2,3,7
55,0.0,Travel_Frequently,Research & Development,2,Below College,Life Sciences,4,3,Manufacturing Director,2,Married,10976,3,No,18,2,1,4,3,2
31,0.0,Travel_Rarely,Research & Development,9,Below College,Life Sciences,3,3,Manufacturing Director,2,Divorced,10648,1,No,25,4,1,6,4,8
36,0.0,Travel_Rarely,Research & Development,6,College,Medical,2,3,Manufacturing Director,2,Divorced,4941,6,No,20,4,2,0,3,2
38,0.0,Travel_Rarely,Sales,2,College,Life Sciences,2,3,Sales Executive,1,Divorced,6893,3,No,15,4,1,3,3,7
56,0.0,Travel_Rarely,Research & Development,8,Bachelor Degree,Life Sciences,3,3,Research Scientist,1,Divorced,4257,4,Yes,18,3,1,3,3,2
59,0.0,Travel_Frequently,Sales,1,Below College,Life Sciences,1,2,Sales Executive,3,Single,5473,7,No,11,4,0,2,2,3
27,0.0,Travel_Rarely,Research & Development,5,Bachelor Degree,Life Sciences,3,3,Research Scientist,2,Single,2478,1,Yes,12,2,0,2,2,3
35,0.0,Travel_Rarely,Sales,3,Master,Life Sciences,4,3,Sales Executive,4,Divorced,7823,6,No,13,2,1,2,3,9
34,0.0,Travel_Rarely,Research & Development,10,Bachelor Degree,Life Sciences,2,3,Laboratory Technician,2,Divorced,2008,1,No,14,2,2,3,3,0
42,0.0,Travel_Rarely,Research & Development,17,College,Life Sciences,4,4,Research Scientist,1,Single,6545,3,Yes,13,3,0,1,3,2
34,0.0,Travel_Rarely,Research & Development,6,Master,Life Sciences,3,2,Research Scientist,2,Divorced,4505,6,No,15,3,1,3,3,0
41,0.0,Travel_Rarely,Sales,1,Bachelor Degree,Marketing,2,4,Sales Executive,1,Married,8392,1,No,16,3,1,2,3,7
26,1.0,Travel_Frequently,Human Resources,17,Master,Life Sciences,2,3,Human Resources,3,Divorced,2741,0,Yes,11,2,1,2,2,7
31,1.0,Travel_Frequently,Research & Development,15,Bachelor Degree,Medical,3,3,Laboratory Technician,3,Married,2610,1,No,12,3,1,5,2,2
19,1.0,Travel_Rarely,Human Resources,2,College,Technical Degree,1,2,Human Resources,4,Single,2564,1,No,12,3,0,3,4,0
32,0.0,Travel_Rarely,Research & Development,8,College,Medical,3,4,Research Scientist,3,Married,5175,5,No,12,3,1,3,2,3
50,0.0,Non-Travel,Sales,1,Bachelor Degree,Life Sciences,4,3,Sales Executive,3,Married,6347,0,No,12,1,1,3,3,7
36,0.0,Non-Travel,Research & Development,18,Master,Life Sciences,1,3,Manufacturing Director,4,Single,7779,2,No,20,1,0,0,3,9
44,0.0,Travel_Rarely,Sales,5,Bachelor Degree,Marketing,2,3,Manager,2,Married,18213,7,No,11,3,1,5,3,9
25,0.0,Travel_Rarely,Sales,8,Bachelor Degree,Life Sciences,4,4,Sales Executive,2,Married,4851,0,No,22,3,1,4,3,2
33,0.0,Travel_Rarely,Research & Development,13,Below College,Life Sciences,2,3,Research Scientist,4,Single,3452,3,No,18,1,0,4,3,2
27,0.0,Travel_Rarely,Research & Development,14,Bachelor Degree,Life Sciences,1,3,Research Scientist,1,Married,2235,1,Yes,14,4,2,3,2,7
29,0.0,Travel_Rarely,Research & Development,8,Below College,Medical,2,2,Manufacturing Director,4,Married,5056,1,Yes,15,3,1,2,2,7
50,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Medical,3,2,Laboratory Technician,3,Married,3690,2,No,15,4,1,2,2,2
25,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Medical,4,3,Research Scientist,2,Single,2096,1,No,18,4,0,3,2,2
35,0.0,Travel_Rarely,Human Resources,8,Master,Technical Degree,3,3,Human Resources,3,Single,4323,1,No,17,2,0,2,1,4
33,1.0,Travel_Rarely,Sales,5,Bachelor Degree,Marketing,4,3,Sales Representative,3,Single,2851,1,Yes,13,2,0,2,3,0
57,0.0,Travel_Rarely,Sales,29,Bachelor Degree,Marketing,1,2,Manager,4,Divorced,14118,3,No,12,3,1,3,2,0
39,1.0,Travel_Rarely,Sales,5,Bachelor Degree,Technical Degree,4,3,Sales Representative,4,Married,2086,3,No,14,3,1,6,4,0
20,1.0,Travel_Frequently,Sales,9,Bachelor Degree,Marketing,4,3,Sales Representative,4,Single,2323,1,Yes,14,2,0,3,3,2
58,0.0,Non-Travel,Research & Development,1,Master,Life Sciences,4,1,Healthcare Representative,3,Divorced,5660,2,Yes,13,4,1,2,3,3
51,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Medical,4,1,Manufacturing Director,2,Divorced,5482,5,No,18,4,1,3,3,1
33,0.0,Travel_Rarely,Research & Development,1,Doctor,Medical,1,4,Research Director,3,Divorced,16184,4,No,19,3,1,2,3,1
38,0.0,Travel_Rarely,Sales,2,College,Marketing,4,3,Sales Executive,2,Single,7351,7,No,16,3,0,2,3,0
37,0.0,Non-Travel,Research & Development,1,Master,Medical,1,3,Research Director,4,Divorced,13603,2,Yes,18,1,2,2,3,2
37,0.0,Travel_Rarely,Research & Development,19,College,Life Sciences,2,3,Research Scientist,2,Married,3022,4,No,21,1,0,1,3,0
33,1.0,Travel_Rarely,Research & Development,2,College,Life Sciences,1,3,Laboratory Technician,1,Married,2707,7,No,20,1,0,3,4,7
39,0.0,Travel_Rarely,Research & Development,18,College,Life Sciences,1,3,Manufacturing Director,3,Single,4534,0,No,11,1,0,6,3,7
22,1.0,Travel_Frequently,Research & Development,4,Below College,Technical Degree,3,2,Laboratory Technician,3,Single,3894,5,No,16,3,0,3,3,2
52,0.0,Travel_Rarely,Research & Development,11,Master,Life Sciences,4,3,Laboratory Technician,3,Married,3149,8,No,20,2,1,3,3,2
40,0.0,Travel_Rarely,Research & Development,20,Master,Technical Degree,1,3,Healthcare Representative,4,Married,10322,4,No,20,4,1,6,3,10
35,0.0,Travel_Rarely,Sales,18,Bachelor Degree,Medical,3,3,Sales Executive,3,Married,4601,1,No,16,2,0,3,3,2
47,0.0,Travel_Rarely,Sales,2,Master,Life Sciences,4,2,Sales Representative,4,Single,3294,1,Yes,18,1,0,3,2,2
54,0.0,Non-Travel,Human Resources,26,Bachelor Degree,Human Resources,4,4,Manager,4,Single,17328,2,Yes,12,3,0,3,3,3
32,1.0,Travel_Rarely,Research & Development,25,Master,Life Sciences,1,3,Laboratory Technician,4,Single,2795,1,Yes,24,3,0,2,1,0
29,0.0,Non-Travel,Research & Development,1,Below College,Technical Degree,4,3,Manufacturing Director,3,Married,4319,1,No,13,1,1,1,3,7
28,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Technical Degree,4,3,Research Scientist,1,Single,2080,2,No,11,2,0,2,2,2
36,0.0,Travel_Rarely,Research & Development,2,Master,Medical,3,3,Laboratory Technician,3,Single,2519,4,No,21,3,0,6,3,8
34,0.0,Travel_Frequently,Human Resources,11,Bachelor Degree,Life Sciences,3,2,Human Resources,2,Married,4490,4,No,11,4,2,5,4,9
39,0.0,Travel_Frequently,Research & Development,7,College,Medical,3,2,Manager,4,Married,19272,1,No,15,1,1,2,3,9
56,1.0,Travel_Rarely,Research & Development,14,Master,Life Sciences,2,3,Research Scientist,2,Married,4963,9,Yes,18,1,3,2,3,4
44,0.0,Travel_Rarely,Research & Development,2,Below College,Life Sciences,1,4,Research Scientist,4,Married,2011,1,No,13,4,1,5,3,5
49,0.0,Travel_Rarely,Research & Development,8,College,Other,1,3,Laboratory Technician,2,Married,7403,4,No,11,3,1,3,2,9
42,1.0,Travel_Frequently,Research & Development,19,Bachelor Degree,Medical,3,4,Research Scientist,3,Divorced,2759,6,Yes,12,4,0,2,3,2
30,0.0,Travel_Rarely,Sales,29,Master,Life Sciences,3,3,Sales Executive,1,Divorced,4115,8,No,19,3,3,3,3,3
40,0.0,Non-Travel,Research & Development,8,Below College,Medical,4,2,Research Director,2,Divorced,13757,2,No,11,3,1,5,3,8
44,0.0,Non-Travel,Research & Development,24,Bachelor Degree,Medical,1,1,Laboratory Technician,3,Single,3708,2,No,14,3,0,5,3,2
52,0.0,Travel_Frequently,Research & Development,25,Master,Medical,3,2,Manufacturing Director,4,Married,13826,3,No,22,3,0,3,3,8
54,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Medical,4,3,Research Director,4,Single,17328,6,No,19,4,0,3,2,7
25,1.0,Travel_Rarely,Research & Development,4,Below College,Technical Degree,4,3,Laboratory Technician,4,Married,3691,1,Yes,15,2,1,3,4,7
35,0.0,Non-Travel,Research & Development,2,Master,Life Sciences,4,3,Healthcare Representative,1,Divorced,5093,2,No,11,1,1,2,4,0
29,0.0,Travel_Rarely,Research & Development,27,Bachelor Degree,Medical,2,3,Healthcare Representative,3,Married,4335,4,No,12,1,1,3,2,7
22,0.0,Travel_Rarely,Research & Development,15,Bachelor Degree,Medical,2,3,Laboratory Technician,4,Single,2871,1,No,15,3,0,5,3,0
38,0.0,Travel_Rarely,Research & Development,10,Bachelor Degree,Medical,3,3,Healthcare Representative,3,Married,9824,3,No,19,3,1,4,3,0
33,0.0,Travel_Rarely,Sales,1,Bachelor Degree,Medical,1,4,Sales Executive,1,Divorced,4037,1,No,22,1,1,5,3,8
25,1.0,Travel_Frequently,Sales,24,Below College,Life Sciences,3,1,Sales Representative,4,Single,1118,1,Yes,14,4,0,4,3,0
31,0.0,Travel_Rarely,Research & Development,7,College,Medical,2,3,Manufacturing Director,1,Married,4306,1,No,12,2,1,5,1,10
29,0.0,Travel_Rarely,Sales,3,College,Medical,2,3,Sales Executive,3,Married,5561,1,No,14,1,1,5,2,0
29,0.0,Travel_Frequently,Sales,20,Bachelor Degree,Technical Degree,3,3,Sales Representative,4,Married,2157,1,No,15,2,1,5,3,1
54,0.0,Travel_Frequently,Research & Development,20,Master,Life Sciences,4,3,Research Scientist,3,Single,4869,3,No,12,4,0,4,2,3
54,0.0,Travel_Rarely,Research & Development,19,Master,Medical,4,3,Manufacturing Director,1,Divorced,5485,9,Yes,11,2,2,4,3,3
31,1.0,Non-Travel,Research & Development,9,College,Medical,3,2,Research Scientist,1,Single,2321,0,Yes,22,1,0,0,3,2
47,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Technical Degree,1,3,Research Scientist,4,Married,3420,7,No,12,3,1,2,2,5
36,0.0,Travel_Rarely,Research & Development,27,Bachelor Degree,Medical,3,3,Healthcare Representative,3,Married,5237,6,No,13,2,2,3,2,7
41,0.0,Travel_Rarely,Research & Development,5,Doctor,Medical,2,4,Research Scientist,3,Married,2127,2,Yes,12,1,0,5,2,2
29,1.0,Travel_Frequently,Sales,13,Bachelor Degree,Technical Degree,1,3,Sales Executive,2,Single,5765,5,No,11,1,0,4,1,3
18,1.0,Travel_Frequently,Sales,5,Bachelor Degree,Marketing,2,3,Sales Representative,2,Single,1878,1,Yes,14,4,0,3,3,0
32,0.0,Travel_Rarely,Research & Development,2,Master,Medical,1,4,Research Scientist,4,Single,5055,7,No,16,3,0,0,2,7
42,0.0,Travel_Rarely,Research & Development,4,College,Technical Degree,3,3,Manager,4,Married,19232,1,No,11,4,0,3,3,17
58,0.0,Travel_Rarely,Sales,10,Master,Medical,4,3,Sales Executive,3,Single,13872,0,No,13,3,0,1,2,10
37,0.0,Travel_Rarely,Research & Development,5,College,Medical,4,3,Manufacturing Director,4,Divorced,6347,7,No,16,3,2,2,2,2
39,0.0,Travel_Frequently,Research & Development,22,Bachelor Degree,Medical,4,3,Manufacturing Director,1,Single,10880,1,Yes,13,3,0,2,3,6
31,0.0,Travel_Rarely,Sales,7,Bachelor Degree,Marketing,4,3,Sales Executive,4,Divorced,7547,4,No,12,4,3,3,3,7
45,0.0,Travel_Rarely,Sales,4,College,Life Sciences,3,3,Sales Executive,1,Divorced,5006,4,Yes,11,1,1,3,4,4
26,0.0,Travel_Rarely,Human Resources,25,Below College,Life Sciences,3,3,Human Resources,3,Married,2942,1,No,23,4,1,3,3,7
28,1.0,Travel_Rarely,Research & Development,5,Master,Technical Degree,3,3,Laboratory Technician,3,Single,3441,1,Yes,13,3,0,3,2,2
35,0.0,Travel_Rarely,Sales,1,Bachelor Degree,Medical,1,3,Sales Executive,3,Single,4859,1,No,16,4,0,3,3,4
30,0.0,Non-Travel,Research & Development,3,Bachelor Degree,Life Sciences,3,3,Laboratory Technician,4,Married,2097,4,No,15,3,1,3,1,3
34,0.0,Travel_Frequently,Research & Development,2,College,Life Sciences,4,3,Manufacturing Director,3,Single,4033,2,No,11,4,0,3,2,2
43,0.0,Travel_Rarely,Sales,25,Bachelor Degree,Medical,3,2,Sales Executive,4,Divorced,10798,5,No,13,3,1,5,3,0
35,0.0,Travel_Rarely,Research & Development,9,Master,Life Sciences,3,2,Healthcare Representative,2,Single,6540,9,No,19,3,0,5,3,1
35,0.0,Travel_Rarely,Sales,17,Master,Life Sciences,3,3,Sales Executive,1,Married,8966,3,Yes,15,4,3,2,3,7
54,0.0,Travel_Rarely,Research & Development,8,Master,Life Sciences,3,3,Laboratory Technician,3,Single,3780,7,No,11,3,0,3,3,0
20,0.0,Travel_Rarely,Sales,21,Bachelor Degree,Marketing,3,4,Sales Representative,4,Single,2678,1,No,17,4,0,2,3,1
33,1.0,Travel_Rarely,Research & Development,1,Master,Other,4,3,Research Scientist,4,Single,2686,1,Yes,13,3,0,2,2,9
41,0.0,Travel_Frequently,Research & Development,9,Bachelor Degree,Medical,1,3,Research Director,3,Divorced,19419,2,No,17,2,1,2,4,16
56,0.0,Travel_Rarely,Human Resources,8,Master,Life Sciences,4,3,Manager,2,Single,19717,6,No,14,1,0,4,3,3
27,0.0,Travel_Rarely,Sales,2,Bachelor Degree,Life Sciences,4,3,Sales Executive,3,Single,4478,1,Yes,11,1,0,3,3,4
44,0.0,Travel_Rarely,Research & Development,29,Master,Other,4,3,Research Scientist,4,Single,4541,1,No,25,2,0,3,3,11
34,0.0,Travel_Rarely,Research & Development,20,Bachelor Degree,Technical Degree,3,4,Research Scientist,3,Married,2585,0,No,17,4,0,5,2,0
34,0.0,Travel_Rarely,Human Resources,3,College,Human Resources,3,3,Human Resources,4,Married,3737,0,No,19,3,1,1,1,2
34,0.0,Non-Travel,Sales,4,Master,Marketing,3,3,Sales Executive,3,Married,6538,9,No,15,1,1,3,3,2
18,0.0,Non-Travel,Research & Development,1,Bachelor Degree,Life Sciences,4,3,Laboratory Technician,4,Single,1611,1,No,15,3,0,5,4,0
33,0.0,Travel_Rarely,Research & Development,5,Master,Life Sciences,3,2,Research Scientist,4,Married,2911,1,No,13,3,1,2,2,2
36,1.0,Travel_Rarely,Research & Development,16,Master,Life Sciences,3,4,Laboratory Technician,1,Single,2743,1,No,16,3,0,1,3,13
34,0.0,Travel_Rarely,Research & Development,1,Master,Life Sciences,2,4,Research Scientist,4,Single,3280,2,No,16,3,0,2,3,2
55,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,3,3,Manager,4,Single,16659,2,Yes,13,3,0,2,3,4
25,0.0,Travel_Rarely,Research & Development,19,Below College,Medical,4,3,Laboratory Technician,4,Married,3669,3,No,11,3,3,6,2,2
30,0.0,Non-Travel,Sales,22,Master,Other,3,3,Sales Executive,1,Married,8412,0,No,11,3,0,3,3,8
28,0.0,Travel_Rarely,Research & Development,17,College,Medical,3,3,Laboratory Technician,1,Divorced,4558,1,No,12,4,1,2,3,0
42,0.0,Travel_Rarely,Sales,5,College,Marketing,4,3,Manager,3,Married,18303,6,No,13,2,0,3,4,0
48,1.0,Travel_Rarely,Research & Development,1,College,Life Sciences,1,2,Laboratory Technician,3,Single,5381,9,Yes,13,4,0,2,3,0
41,0.0,Travel_Rarely,Research & Development,12,Master,Life Sciences,2,3,Laboratory Technician,4,Married,4766,3,Yes,11,1,1,4,3,0
28,0.0,Travel_Rarely,Sales,5,Master,Medical,1,3,Sales Executive,4,Single,4908,1,No,14,2,0,3,3,2
35,0.0,Travel_Rarely,Research & Development,10,Bachelor Degree,Other,2,3,Laboratory Technician,4,Divorced,3917,1,No,20,1,1,4,2,2
37,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,4,3,Research Scientist,4,Single,2115,1,No,12,2,0,3,3,12
40,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Medical,2,2,Laboratory Technician,3,Married,3448,6,No,22,2,1,3,3,0
41,0.0,Non-Travel,Research & Development,7,Below College,Life Sciences,2,1,Research Director,3,Divorced,19973,1,No,22,2,2,3,3,16
24,0.0,Travel_Rarely,Sales,10,Master,Marketing,4,3,Sales Executive,3,Divorced,4260,1,Yes,12,4,1,2,4,2
30,0.0,Travel_Frequently,Research & Development,1,College,Medical,3,3,Laboratory Technician,4,Single,4011,1,No,23,4,0,2,3,8
36,0.0,Travel_Rarely,Sales,2,College,Medical,2,2,Sales Executive,3,Married,7596,1,No,13,2,2,2,3,9
53,0.0,Travel_Rarely,Research & Development,7,College,Medical,4,3,Manager,3,Divorced,18606,3,No,18,2,1,6,3,7
26,0.0,Travel_Rarely,Research & Development,2,Below College,Medical,1,2,Research Scientist,4,Single,3904,0,No,12,4,0,2,3,3
27,0.0,Travel_Rarely,Research & Development,2,Below College,Medical,1,3,Laboratory Technician,2,Married,3468,9,No,12,4,1,3,3,2
53,0.0,Travel_Rarely,Sales,7,College,Marketing,1,2,Sales Executive,4,Married,10934,7,Yes,18,4,1,3,3,2
52,0.0,Travel_Rarely,Research & Development,7,Master,Life Sciences,2,3,Healthcare Representative,2,Single,10445,7,No,19,4,0,4,3,6
29,0.0,Travel_Rarely,Sales,20,College,Marketing,4,3,Sales Executive,4,Divorced,6931,2,No,14,4,1,2,3,2
42,0.0,Travel_Rarely,Research & Development,1,Master,Life Sciences,2,3,Laboratory Technician,1,Divorced,2576,3,No,16,2,1,5,3,2
30,0.0,Travel_Rarely,Sales,7,Below College,Marketing,4,3,Sales Representative,2,Single,2983,0,No,14,1,0,3,3,2
35,0.0,Travel_Rarely,Sales,16,Bachelor Degree,Marketing,3,3,Sales Executive,2,Married,8020,0,No,15,3,2,3,2,9
35,1.0,Travel_Rarely,Research & Development,23,College,Life Sciences,2,2,Manufacturing Director,3,Married,5916,3,Yes,13,1,0,1,3,0
49,0.0,Non-Travel,Research & Development,18,Master,Life Sciences,4,3,Manufacturing Director,4,Divorced,6804,1,Yes,15,1,2,0,3,7
26,1.0,Travel_Rarely,Sales,8,Bachelor Degree,Technical Degree,4,2,Sales Executive,1,Single,5326,6,No,17,3,0,2,2,3
32,0.0,Travel_Frequently,Research & Development,2,College,Life Sciences,4,3,Laboratory Technician,4,Single,3068,0,No,13,3,0,2,2,7
30,0.0,Travel_Frequently,Research & Development,23,Bachelor Degree,Life Sciences,1,1,Research Scientist,3,Divorced,2613,1,No,25,3,3,2,2,7
53,0.0,Travel_Rarely,Research & Development,3,Master,Medical,3,3,Research Director,3,Married,17584,3,Yes,16,4,3,5,2,3
31,0.0,Travel_Rarely,Research & Development,23,Bachelor Degree,Medical,2,2,Healthcare Representative,4,Married,5582,0,No,21,2,1,2,3,0
27,0.0,Travel_Frequently,Research & Development,1,Below College,Technical Degree,3,2,Manufacturing Director,1,Married,4298,5,No,19,3,1,1,3,2
46,1.0,Travel_Rarely,Sales,9,College,Medical,3,2,Sales Executive,4,Single,9619,1,No,16,4,0,3,3,8
